,PA13:NO2,PA13:NO,PA13:NOX,PA13:O3,OBJECTID
2024/03/12 10:00:00+00,26.3,6.3,36,45.3,1718
2024/03/12 11:00:00+00,26.4,5.5,34.8,48.1,1719
2024/03/12 12:00:00+00,34.3,5.4,42.7,39.8,1720
2024/03/12 13:00:00+00,31,6,40.2,35.4,1721
2024/03/12 14:00:00+00,23.8,3.8,29.5,40.4,1722
2024/03/12 15:00:00+00,23.6,3.5,28.9,40,1723
2024/03/12 16:00:00+00,21.1,3.4,26.3,41.2,1724
2024/03/12 17:00:00+00,23.5,3.6,29.1,37.3,1725
2024/03/12 18:00:00+00,27.5,2.6,31.5,32.4,1726
2024/03/12 19:00:00+00,23.2,2,26.3,34.7,1727
2024/03/12 20:00:00+00,21,2.1,24.3,35.6,1728
2024/03/12 21:00:00+00,17.4,2.1,20.5,37.3,1729
2024/03/12 22:00:00+00,17.4,1.9,20.2,35.8,1730
2024/03/12 23:00:00+00,20.4,2.7,24.5,30,1731
2024/03/13 00:00:00+00,14.1,3.4,19.4,34.6,1732
2024/03/13 01:00:00+00,11.3,3.9,17.2,41,1733
2024/03/13 02:00:00+00,14.3,3.9,20.3,33,1734
2024/03/13 03:00:00+00,12.9,3.9,18.9,33.9,1735
2024/03/13 04:00:00+00,14.1,4.4,20.9,31.3,1736
2024/03/13 05:00:00+00,17.5,3.7,23.2,29.7,1737
2024/03/13 06:00:00+00,30,4.9,37.5,19.4,1738
2024/03/13 07:00:00+00,40,8.2,52.5,12.9,1739
2024/03/13 08:00:00+00,40.3,10.6,56.6,15.2,1740
2024/03/13 09:00:00+00,33.7,8.8,47.1,26.9,1741
2024/03/13 10:00:00+00,24.3,6.9,34.9,37.2,1742
2024/03/13 11:00:00+00,18.9,5.6,27.4,45.5,1743
2024/03/13 12:00:00+00,13.1,4.2,19.5,53.8,1744
2024/03/13 13:00:00+00,14.6,3.4,19.8,50.3,1745
2024/03/13 14:00:00+00,13.4,4.1,19.8,50.6,1746
2024/03/13 15:00:00+00,15.2,3.2,20.1,47.8,1747
2024/03/13 16:00:00+00,14.9,2.8,19.2,48.6,1748
2024/03/13 17:00:00+00,17.6,2.2,21,45.9,1749
2024/03/13 18:00:00+00,19.4,1.8,22.2,44.2,1750
2024/03/13 19:00:00+00,29.4,1.9,32.3,35.2,1751
2024/03/13 20:00:00+00,33.6,2.5,37.5,30.7,1752
2024/03/13 21:00:00+00,34.3,2.9,38.8,27,1753
2024/03/13 22:00:00+00,36.7,3.4,41.9,22.2,1754
2024/03/13 23:00:00+00,47.2,7.9,59.3,10.6,1755
2024/03/14 00:00:00+00,35.8,4.5,42.7,15.8,1756
2024/03/14 01:00:00+00,26.2,4.3,32.9,20.1,1757
2024/03/14 02:00:00+00,30.3,4.6,37.3,13.8,1758
2024/03/14 03:00:00+00,25.1,3.2,30,17.2,1759
2024/03/14 04:00:00+00,18.7,3.6,24.2,22.7,1760
2024/03/14 05:00:00+00,28.6,5.3,36.8,13.8,1761
2024/03/14 06:00:00+00,35.4,5.8,44.3,8.1,1762
2024/03/14 07:00:00+00,37.3,15.5,61.2,3.8,1763
2024/03/14 08:00:00+00,35.7,24.9,73.9,8.8,1764
2024/03/14 09:00:00+00,34.4,27.3,76.4,14.9,1765
2024/03/14 10:00:00+00,27.7,19.4,57.4,24.4,1766
2024/03/14 11:00:00+00,24.3,13.5,44.9,34,1767
2024/03/14 12:00:00+00,21.8,9.9,37,40.8,1768
2024/03/14 13:00:00+00,17.9,5.9,27.1,47.9,1769
2024/03/14 14:00:00+00,18.4,4.8,25.8,50.9,1770
2024/03/14 15:00:00+00,14,3.6,19.5,61.6,1771
2024/03/14 16:00:00+00,13.1,3,17.7,64.1,1772
2024/03/14 17:00:00+00,16.1,2.3,19.6,58.9,1773
2024/03/14 18:00:00+00,23,1.3,24.8,54,1774
2024/03/14 19:00:00+00,42.3,1.3,44.3,35.2,1775
2024/03/14 20:00:00+00,52.8,2.6,56.8,23.3,1776
2024/03/14 21:00:00+00,38.8,1.6,41.3,32.9,1777
2024/03/14 22:00:00+00,36.3,2.1,39.5,32.5,1778
2024/03/14 23:00:00+00,27.9,1.7,30.5,41.1,1779
2024/03/15 00:00:00+00,20.7,1.4,22.8,48.3,1780
2024/03/15 01:00:00+00,14.8,1.1,16.6,52,1781
2024/03/15 02:00:00+00,5.7,1.5,7.9,64.9,1782
2024/03/15 03:00:00+00,6.5,0.8,7.7,63.6,1783
2024/03/15 04:00:00+00,6.7,0.7,7.9,64.7,1784
2024/03/15 05:00:00+00,6.6,0.4,7.4,65.3,1785
2024/03/15 06:00:00+00,13.1,1.4,15.2,59.5,1786
2024/03/15 07:00:00+00,20.8,2.1,24,51.7,1787
2024/03/15 08:00:00+00,21.6,2.6,25.5,54.8,1788
2024/03/15 09:00:00+00,18.1,2.8,22.6,57,1789
2024/03/15 10:00:00+00,16.7,3,21.4,56,1790
2024/03/15 11:00:00+00,12.1,2.3,15.7,62.7,1791
2024/03/15 12:00:00+00,8.6,2.1,11.8,68.8,1792
2024/03/15 13:00:00+00,10.3,2.4,14,67.7,1793
2024/03/15 14:00:00+00,8.7,2.1,11.9,71,1794
2024/03/15 15:00:00+00,7,1.4,9.2,78.6,1795
2024/03/15 16:00:00+00,9.8,1.7,12.4,74.4,1796
2024/03/15 17:00:00+00,12.9,1.1,14.7,69.9,1797
2024/03/15 18:00:00+00,27.7,1.1,29.3,55.9,1798
2024/03/15 19:00:00+00,38.1,1.5,40.4,42.7,1799
2024/03/15 20:00:00+00,22.6,0.7,23.7,56.1,1800
2024/03/15 21:00:00+00,13.2,0.5,14.1,61.8,1801
2024/03/15 22:00:00+00,13.9,1.2,15.9,60.7,1802
2024/03/15 23:00:00+00,9.4,1.1,11.1,65.8,1803
2024/03/16 00:00:00+00,8.9,1,10.4,66,1804
2024/03/16 01:00:00+00,5.8,1.1,7.4,74.5,1805
2024/03/16 02:00:00+00,4.5,0.9,5.8,76.7,1806
2024/03/16 03:00:00+00,5.1,0.7,6.2,73.9,1807
2024/03/16 04:00:00+00,6.6,0.8,7.8,70.3,1808
2024/03/16 05:00:00+00,7.4,0.5,8.2,67.1,1809
2024/03/16 06:00:00+00,11.4,0.5,12.2,60.5,1810
2024/03/16 07:00:00+00,12.2,0.8,13.5,59.3,1811
2024/03/16 08:00:00+00,13.8,1.8,16.7,55.3,1812
2024/03/16 09:00:00+00,12.3,1.4,14.5,57.6,1813
2024/03/16 10:00:00+00,10.3,2.6,14.4,61.2,1814
2024/03/16 11:00:00+00,9.2,2.3,12.9,66.6,1815
2024/03/16 12:00:00+00,8.4,2.5,12.3,71.1,1816
2024/03/16 13:00:00+00,7.6,2.4,11.2,73.7,1817
2024/03/16 14:00:00+00,8.6,2.6,12.8,74.4,1818
2024/03/16 15:00:00+00,8.2,2.2,11.5,73.6,1819
2024/03/16 16:00:00+00,7.9,1.7,10.5,74.3,1820
2024/03/16 17:00:00+00,9.1,1.4,11.3,72.6,1821
2024/03/16 18:00:00+00,17.3,1.4,19.5,62,1822
2024/03/16 19:00:00+00,33.2,1,34.8,43.7,1823
2024/03/16 20:00:00+00,54.4,1.9,57.4,23.5,1824
2024/03/16 21:00:00+00,53.4,2,56.4,21.5,1825
2024/03/16 22:00:00+00,51.3,1.3,53.4,19,1826
2024/03/16 23:00:00+00,46.1,1.6,48.6,19.8,1827
2024/03/17 00:00:00+00,41.5,1.7,44,23.8,1828
2024/03/17 01:00:00+00,32.4,0.5,33.2,29.7,1829
2024/03/17 02:00:00+00,28.4,1,30,30.3,1830
2024/03/17 03:00:00+00,21.5,1.1,23.2,34.9,1831
2024/03/17 04:00:00+00,16.9,0.9,18.2,39.1,1832
2024/03/17 05:00:00+00,22.5,1.3,24.6,30.8,1833
2024/03/17 06:00:00+00,23.2,1.6,25.7,29.2,1834
2024/03/17 07:00:00+00,23.8,1.3,25.8,26.2,1835
2024/03/17 08:00:00+00,18.7,2,21.9,30.2,1836
2024/03/17 09:00:00+00,16.5,2.9,20.9,32,1837
2024/03/17 10:00:00+00,15.7,2.2,19.2,34.2,1838
2024/03/17 11:00:00+00,20.1,2.9,24.6,37,1839
2024/03/17 12:00:00+00,17.2,2.4,20.9,45.6,1840
2024/03/17 13:00:00+00,19.8,2.3,23.4,42.9,1841
2024/03/17 14:00:00+00,19.9,2.8,24.3,39.9,1842
2024/03/17 15:00:00+00,22.7,3.2,27.6,37.1,1843
2024/03/17 16:00:00+00,20.2,2,23.3,40.1,1844
2024/03/17 17:00:00+00,17.8,2.1,21.1,43.9,1845
2024/03/17 18:00:00+00,30.8,1.7,33.4,30.5,1846
2024/03/17 19:00:00+00,45.5,2,48.5,16.6,1847
2024/03/17 20:00:00+00,45.4,2,48.4,14.9,1848
2024/03/17 21:00:00+00,52,4.1,58.4,9.1,1849
2024/03/17 22:00:00+00,59.6,17.1,85.7,0.6,1850
2024/03/17 23:00:00+00,52,14.3,74,-0.2,1851
2024/03/18 00:00:00+00,48.3,12.2,67,-0.2,1852
2024/03/18 01:00:00+00,49.6,13.7,70.7,-0.1,1853
2024/03/18 02:00:00+00,44.5,16,69.1,-0.3,1854
2024/03/18 03:00:00+00,37.6,8.3,50.4,9.4,1855
2024/03/18 04:00:00+00,13.3,1.8,16.1,31.7,1856
2024/03/18 05:00:00+00,7.2,0.9,8.7,40.5,1857
2024/03/18 06:00:00+00,12.5,1.2,14.3,33.9,1858
2024/03/18 07:00:00+00,20.1,2.7,24.2,29.3,1859
2024/03/18 08:00:00+00,23.6,4.3,30.1,35.4,1860
2024/03/18 09:00:00+00,20.1,3.3,25.1,49,1861
2024/03/18 10:00:00+00,18.3,5.6,26.8,55,1862
2024/03/18 11:00:00+00,17.9,4.9,25.5,60.3,1863
2024/03/18 12:00:00+00,13.2,3.6,18.7,68.5,1864
2024/03/18 13:00:00+00,8.6,2.5,12.5,74.2,1865
2024/03/18 14:00:00+00,8.7,1.7,11.2,73.5,1866
2024/03/18 15:00:00+00,9.1,1.8,11.8,71,1867
2024/03/18 16:00:00+00,9.7,1.5,12,69.1,1868
2024/03/18 17:00:00+00,11.6,0.9,13,64.2,1869
2024/03/18 18:00:00+00,16.5,1.4,18.7,57.4,1870
2024/03/18 19:00:00+00,16.3,0.8,17.5,55,1871
2024/03/18 20:00:00+00,26.8,2.7,31,40.9,1872
2024/03/18 21:00:00+00,20.8,1.8,23.6,48.4,1873
2024/03/18 22:00:00+00,32,3.1,36.9,31.6,1874
2024/03/18 23:00:00+00,67.9,25,106.2,1.2,1875
2024/03/19 00:00:00+00,61.5,36.5,117.6,0,1876
2024/03/19 01:00:00+00,54,44.2,121.8,-0.2,1877
2024/03/19 02:00:00+00,50.3,22.1,84.3,-0.4,1878
2024/03/19 03:00:00+00,43.4,15.9,67.8,-0.3,1879
2024/03/19 04:00:00+00,42,17,67.9,-0.2,1880
2024/03/19 05:00:00+00,38.4,23.1,73.9,-0.5,1881
2024/03/19 06:00:00+00,43.9,39.3,104.1,-0.4,1882
2024/03/19 07:00:00+00,44,83.9,172.6,0.1,1883
2024/03/19 08:00:00+00,53.4,121.9,240.2,0.7,1884
2024/03/19 09:00:00+00,42.3,27.6,84.6,22.3,1885
2024/03/19 10:00:00+00,29.9,8,42.3,45.1,1886
2024/03/19 11:00:00+00,20.1,6.1,29.4,58.6,1887
2024/03/19 12:00:00+00,16.6,5,24.2,63.4,1888
2024/03/19 13:00:00+00,12.2,3.5,17.5,69.2,1889
2024/03/19 14:00:00+00,11.6,2.8,15.9,73.2,1890
2024/03/19 15:00:00+00,8.7,1.6,11,78.8,1891
2024/03/19 16:00:00+00,9.9,1.7,12.5,78.9,1892
2024/03/19 17:00:00+00,12.4,0.9,13.9,75.6,1893
2024/03/19 18:00:00+00,22.1,0.5,22.8,64.8,1894
2024/03/19 19:00:00+00,39.8,1.3,41.7,45.6,1895
2024/03/19 20:00:00+00,39.7,0.3,40.1,41.5,1896
2024/03/19 21:00:00+00,32.2,1.1,33.8,40.8,1897
2024/03/19 22:00:00+00,33.2,1.7,35.8,35.4,1898
2024/03/19 23:00:00+00,50.5,1.4,52.5,19.3,1899
2024/03/20 00:00:00+00,67.4,23.2,103,2.7,1900
2024/03/20 01:00:00+00,66.8,33.9,118.8,-0.1,1901
2024/03/20 02:00:00+00,63.9,41.3,127.4,-0.2,1902
2024/03/20 03:00:00+00,52.7,48.3,126.7,-0.2,1903
2024/03/20 04:00:00+00,64.1,47.7,137.3,-0.4,1904
2024/03/20 05:00:00+00,63,49.5,138.9,-0.3,1905
2024/03/20 06:00:00+00,60.6,63.1,157.6,-0.3,1906
2024/03/20 07:00:00+00,69.7,72.9,181.4,0.5,1907
2024/03/20 08:00:00+00,64.6,58.1,153.7,5.3,1908
2024/03/20 09:00:00+00,59.8,43.6,126.6,12.4,1909
2024/03/20 10:00:00+00,53.1,31.9,102,21.4,1910
2024/03/20 11:00:00+00,35.2,14.6,57.6,45,1911
2024/03/20 12:00:00+00,28.4,8.7,41.6,59.9,1912
2024/03/20 13:00:00+00,13.4,2.7,17.6,76.1,1913
2024/03/20 14:00:00+00,9.2,1.5,11.6,82.9,1914
2024/03/20 15:00:00+00,9.6,1.3,11.7,84.6,1915
2024/03/20 16:00:00+00,11.3,1,12.6,82.6,1916
2024/03/20 17:00:00+00,11.1,0.7,12.2,83.9,1917
2024/03/20 18:00:00+00,15.6,0.7,16.7,78,1918
2024/03/20 19:00:00+00,30.2,0.9,31.6,60.8,1919
2024/03/20 20:00:00+00,36.6,0.4,37.1,50,1920
2024/03/20 21:00:00+00,47.8,1.3,49.8,30.8,1921
2024/03/20 22:00:00+00,73.2,4.7,80.4,9.8,1922
2024/03/20 23:00:00+00,85,15,108.1,1.5,1923
2024/03/21 00:00:00+00,56.1,1.8,59,15.5,1924
2024/03/21 01:00:00+00,59.8,4.8,67.2,6.6,1925
2024/03/21 02:00:00+00,40.1,1.2,41.9,20.4,1926
2024/03/21 03:00:00+00,21,1.4,23.3,32.7,1927
2024/03/21 04:00:00+00,15.8,1.5,18.1,37.6,1928
2024/03/21 05:00:00+00,19,1.3,21,33.9,1929
2024/03/21 06:00:00+00,25.2,1.7,27.8,32.8,1930
2024/03/21 07:00:00+00,30.8,3.6,36.3,27.2,1931
2024/03/21 08:00:00+00,39.2,10.1,54.7,26.6,1932
2024/03/21 09:00:00+00,38.7,13.4,59.3,36.1,1933
2024/03/21 10:00:00+00,33.5,9.9,48.7,47,1934
2024/03/21 11:00:00+00,30.4,9.6,45,54,1935
2024/03/21 12:00:00+00,20,4.9,27.5,71.7,1936
2024/03/21 13:00:00+00,18.5,3.3,23.5,77.5,1937
2024/03/21 14:00:00+00,23.5,4.4,30.4,76.6,1938
2024/03/21 15:00:00+00,28.2,4.2,34.5,73.2,1939
2024/03/21 16:00:00+00,22.4,2.7,26.6,75.8,1940
2024/03/21 17:00:00+00,19.5,2,22.4,78.6,1941
2024/03/21 18:00:00+00,18.5,1.1,20.2,77.7,1942
2024/03/21 19:00:00+00,24,0.6,25.1,64.4,1943
2024/03/21 20:00:00+00,27.5,0.7,28.5,59.9,1944
2024/03/21 21:00:00+00,38.1,1.1,39.7,46.4,1945
2024/03/21 22:00:00+00,40.1,0.8,41.4,45.4,1946
2024/03/21 23:00:00+00,45.1,1.5,47.5,37,1947
2024/03/22 00:00:00+00,45.4,1.3,47.6,35.4,1948
2024/03/22 01:00:00+00,36.9,1.4,39,36.7,1949
2024/03/22 02:00:00+00,31.1,1.2,32.9,40.8,1950
2024/03/22 03:00:00+00,36.7,0.8,38,35.2,1951
2024/03/22 04:00:00+00,33.9,1.3,36,37,1952
2024/03/22 05:00:00+00,40.2,1.8,42.9,28.3,1953
2024/03/22 06:00:00+00,61.2,17.4,87.8,2.7,1954
2024/03/22 07:00:00+00,59.8,49.5,135.7,1.3,1955
2024/03/22 08:00:00+00,52.5,26.5,93.1,16.7,1956
2024/03/22 09:00:00+00,46.8,17.5,73.5,29.8,1957
2024/03/22 10:00:00+00,37.9,13.1,58,42.1,1958
2024/03/22 11:00:00+00,33.8,13.4,54.3,40,1959
2024/03/22 12:00:00+00,19.2,6,28.4,58.3,1960
2024/03/22 13:00:00+00,15.6,4.4,22.3,64.5,1961
2024/03/22 14:00:00+00,9.5,2.2,12.9,77.1,1962
2024/03/22 15:00:00+00,6.5,1.4,8.7,79.5,1963
2024/03/22 16:00:00+00,9.4,1.5,11.8,73.9,1964
2024/03/22 17:00:00+00,11.9,1.3,13.9,65.7,1965
2024/03/22 18:00:00+00,13.8,0.8,15.1,61.6,1966
2024/03/22 19:00:00+00,15.1,0.6,16,59.3,1967
2024/03/22 20:00:00+00,17.2,0.9,18.6,53.9,1968
2024/03/22 21:00:00+00,10,0.5,10.8,56.9,1969
2024/03/22 22:00:00+00,9.8,0.8,11.1,62.1,1970
2024/03/22 23:00:00+00,9.2,0.7,10.2,69.6,1971
2024/03/23 00:00:00+00,6.8,0.4,7.6,73.9,1972
2024/03/23 01:00:00+00,6.5,0.6,7.4,65.9,1973
2024/03/23 02:00:00+00,9.3,0.7,10.4,57.9,1974
2024/03/23 03:00:00+00,6.8,0.4,7.3,57.9,1975
2024/03/23 04:00:00+00,6.7,0.6,7.6,60.4,1976
2024/03/23 05:00:00+00,8.6,0.3,9,59.5,1977
2024/03/23 06:00:00+00,10.2,0.6,11.2,55.7,1978
2024/03/23 07:00:00+00,9.1,1,10.7,60.3,1979
2024/03/23 08:00:00+00,10.4,0.8,11.5,62.8,1980
2024/03/23 09:00:00+00,8.6,1.9,11.5,63.4,1981
2024/03/23 10:00:00+00,7.5,1.4,9.7,70.7,1982
2024/03/23 11:00:00+00,6.2,1.5,8.5,73.2,1983
2024/03/23 12:00:00+00,5.9,1,7.5,78.2,1984
2024/03/23 13:00:00+00,6.3,1.2,8.1,80.3,1985
2024/03/23 14:00:00+00,6.4,0.7,7.5,80.1,1986
2024/03/23 15:00:00+00,9.1,1,10.7,79,1987
2024/03/23 16:00:00+00,10.2,0.8,11.3,72.8,1988
2024/03/23 17:00:00+00,11.6,1,13.1,69.5,1989
2024/03/23 18:00:00+00,9.7,0.6,10.6,72.6,1990
2024/03/23 19:00:00+00,16.1,1.2,17.8,63.8,1991
2024/03/23 20:00:00+00,14.8,0.8,16.1,64.8,1992
2024/03/23 21:00:00+00,12.5,0.8,13.7,71.1,1993
2024/03/23 22:00:00+00,11.4,0.4,12,72.1,1994
2024/03/23 23:00:00+00,11.4,0.1,11.5,70.5,1995
2024/03/24 00:00:00+00,9.9,1,11.4,67.5,1996
2024/03/24 01:00:00+00,10.2,0.6,11.2,63.7,1997
2024/03/24 02:00:00+00,9,0.9,10.4,62.9,1998
2024/03/24 03:00:00+00,8,0.8,9.1,62.6,1999
2024/03/24 04:00:00+00,8,0.4,8.6,61.9,2000
2024/03/24 05:00:00+00,7.8,0.6,8.7,60.2,2001
2024/03/24 06:00:00+00,9.5,0.5,10.3,57.3,2002
2024/03/24 07:00:00+00,9.4,0.8,10.6,59.1,2003
2024/03/24 08:00:00+00,8.6,1.4,10.8,61.1,2004
2024/03/24 09:00:00+00,8.3,1.3,10.4,60.2,2005
2024/03/24 10:00:00+00,8.2,1.6,10.7,63,2006
2024/03/24 11:00:00+00,6.8,2.1,10.1,66.1,2007
2024/03/24 12:00:00+00,7.6,1.7,10,69.4,2008
2024/03/24 13:00:00+00,7.5,1.3,9.5,71.2,2009
2024/03/24 14:00:00+00,6.4,1.4,8.7,76.6,2010
2024/03/24 15:00:00+00,6.5,1.3,8.6,76.4,2011
2024/03/24 16:00:00+00,7.5,0.7,8.6,76.4,2012
2024/03/24 17:00:00+00,8.4,0.9,9.8,75.5,2013
2024/03/24 18:00:00+00,9,0.7,10.1,75.2,2014
2024/03/24 19:00:00+00,10.5,0.5,11.4,71.6,2015
2024/03/24 20:00:00+00,16.2,0.8,17.4,64,2016
2024/03/24 21:00:00+00,16.9,0.7,18.1,61,2017
2024/03/24 22:00:00+00,17.4,0.9,18.8,59.5,2018
2024/03/24 23:00:00+00,28.6,0.7,29.7,46.5,2019
2024/03/25 00:00:00+00,35.9,0.5,36.7,36.9,2020
2024/03/25 01:00:00+00,40.3,1.2,42.2,28.4,2021
2024/03/25 02:00:00+00,41,0.9,42.4,26.7,2022
2024/03/25 03:00:00+00,43.3,1.8,46.1,16.5,2023
2024/03/25 04:00:00+00,61.4,7.1,72.2,3.4,2024
2024/03/25 05:00:00+00,54.2,6.7,64.5,5.1,2025
2024/03/25 06:00:00+00,54.2,7.6,65.8,5.7,2026
2024/03/25 07:00:00+00,57,19.1,86.3,6.6,2027
2024/03/25 08:00:00+00,43.5,23.8,80,16.5,2028
2024/03/25 09:00:00+00,27.5,12.2,46.1,35.1,2029
2024/03/25 10:00:00+00,21.5,9.3,35.7,45.2,2030
2024/03/25 11:00:00+00,10.3,3.4,15.4,65.9,2031
2024/03/25 12:00:00+00,7.2,2.2,10.8,74.5,2032
2024/03/25 13:00:00+00,7.1,1.8,9.8,77.2,2033
2024/03/25 14:00:00+00,6.9,1.5,9.2,79.5,2034
2024/03/25 15:00:00+00,9.2,1.4,11.4,78.4,2035
2024/03/25 16:00:00+00,10.2,1.6,12.5,79.7,2036
2024/03/25 17:00:00+00,12.5,1.7,15.1,75,2037
2024/03/25 18:00:00+00,17.7,1.4,19.7,68.8,2038
2024/03/25 19:00:00+00,21.8,0.4,22.4,61.4,2039
2024/03/25 20:00:00+00,19,0.5,19.8,61.1,2040
2024/03/25 21:00:00+00,13.5,0.4,14.3,62.8,2041
2024/03/25 22:00:00+00,13.8,0.4,14.4,60.3,2042
2024/03/25 23:00:00+00,15.7,0.6,16.5,56.6,2043
2024/03/26 00:00:00+00,20,0.4,20.7,49.8,2044
2024/03/26 01:00:00+00,16.6,0.6,17.5,50.6,2045
2024/03/26 02:00:00+00,13.6,0.5,14.4,49.2,2046
2024/03/26 03:00:00+00,19.2,0.6,20.2,40,2047
2024/03/26 04:00:00+00,24.7,0.9,26.1,33.1,2048
2024/03/26 05:00:00+00,26.4,1,27.9,29.8,2049
2024/03/26 06:00:00+00,34,1.1,35.7,21.8,2050
2024/03/26 07:00:00+00,37,3.2,41.8,18.8,2051
2024/03/26 08:00:00+00,42.8,9.4,57.1,16.6,2052
2024/03/26 09:00:00+00,35.7,6.6,45.7,26.2,2053
2024/03/26 10:00:00+00,23.8,3.8,29.7,40.3,2054
2024/03/26 11:00:00+00,24.3,3.9,30.3,42.4,2055
2024/03/26 12:00:00+00,18.2,3.5,23.5,52.8,2056
2024/03/26 13:00:00+00,16.5,2.6,20.5,59.9,2057
2024/03/26 14:00:00+00,17.7,2.3,21.4,55.8,2058
2024/03/26 15:00:00+00,18.6,2.7,22.7,61,2059
2024/03/26 16:00:00+00,14.7,1.3,16.7,65.5,2060
2024/03/26 17:00:00+00,17.2,0.9,18.6,58.9,2061
2024/03/26 18:00:00+00,21.5,0.9,23,51,2062
2024/03/26 19:00:00+00,23.6,0.8,24.9,46.5,2063
2024/03/26 20:00:00+00,13.2,0.7,14.2,62.4,2064
2024/03/26 21:00:00+00,10.3,0.6,11.1,69.1,2065
2024/03/26 22:00:00+00,7.5,0.6,8.5,69.9,2066
2024/03/26 23:00:00+00,10.7,0,10.6,67.4,2067
2024/03/27 00:00:00+00,12.4,0.2,12.7,65,2068
2024/03/27 01:00:00+00,12.1,0.6,13,59.7,2069
2024/03/27 02:00:00+00,10.8,0.3,11.3,58.7,2070
2024/03/27 03:00:00+00,10.7,0.4,11.4,55,2071
2024/03/27 04:00:00+00,7.3,0.8,8.5,58.7,2072
2024/03/27 05:00:00+00,13.6,0.4,14.1,53.6,2073
2024/03/27 06:00:00+00,19.5,1.7,22.3,48.2,2074
2024/03/27 07:00:00+00,19.3,1.5,21.5,51.1,2075
2024/03/27 08:00:00+00,18.7,2,21.8,56.4,2076
2024/03/27 09:00:00+00,19.3,1.6,21.8,60.3,2077
2024/03/27 10:00:00+00,22.1,3.1,27,57.4,2078
2024/03/27 11:00:00+00,18.9,2.8,23.2,60.2,2079
2024/03/27 12:00:00+00,10.7,2.8,15,73.4,2080
2024/03/27 13:00:00+00,9,2.4,12.8,79.7,2081
2024/03/27 14:00:00+00,11.4,2.1,14.7,78.4,2082
2024/03/27 15:00:00+00,13.1,1.2,15,75.9,2083
2024/03/27 16:00:00+00,14,1.4,16.3,74.6,2084
2024/03/27 17:00:00+00,15.8,1.5,18,70.5,2085
2024/03/27 18:00:00+00,17.3,1.5,19.7,65.7,2086
2024/03/27 19:00:00+00,16.1,0.6,17,65.3,2087
2024/03/27 20:00:00+00,16.6,0.9,18,61.7,2088
2024/03/27 21:00:00+00,16.8,0.8,18.3,58.3,2089
2024/03/27 22:00:00+00,16.1,0.3,16.8,57.9,2090
2024/03/27 23:00:00+00,14.8,0.8,16.1,56.5,2091
2024/03/28 00:00:00+00,12.6,0.5,13.4,58.6,2092
2024/03/28 01:00:00+00,8.2,0.7,9.3,63,2093
2024/03/28 02:00:00+00,6.3,0.5,7.1,62.6,2094
2024/03/28 03:00:00+00,8.3,0.3,8.7,61.4,2095
2024/03/28 04:00:00+00,6.3,0.6,7.3,76.9,2096
2024/03/28 05:00:00+00,6.7,0.6,7.8,79.5,2097
2024/03/28 06:00:00+00,14.9,1.2,16.7,71.8,2098
2024/03/28 07:00:00+00,22.6,1.4,24.8,65.3,2099
2024/03/28 08:00:00+00,15.8,2.4,19.4,77.9,2100
2024/03/28 09:00:00+00,12.3,2.7,16.5,82.2,2101
2024/03/28 10:00:00+00,11.1,3,15.7,83.1,2102
2024/03/28 11:00:00+00,10.5,2.2,13.9,81.9,2103
2024/03/28 12:00:00+00,7.9,2,10.9,83.6,2104
2024/03/28 13:00:00+00,7.8,1.9,10.9,85.7,2105
2024/03/28 14:00:00+00,8.1,2.2,11.6,83.7,2106
2024/03/28 15:00:00+00,7.3,1.7,9.9,83.2,2107
2024/03/28 16:00:00+00,6.7,1.5,9,82.5,2108
2024/03/28 17:00:00+00,8.7,1.5,11,80.9,2109
2024/03/28 18:00:00+00,12,0.5,12.9,76.7,2110
2024/03/28 19:00:00+00,18.5,0.4,19.2,67.5,2111
2024/03/28 20:00:00+00,18.2,0.7,19.3,66.2,2112
2024/03/28 21:00:00+00,19.5,0.9,21,62.5,2113
2024/03/28 22:00:00+00,16.3,0.9,17.6,60.7,2114
2024/03/28 23:00:00+00,16.3,0.5,17.1,61.4,2115
2024/03/29 00:00:00+00,15.7,0.6,16.7,64.5,2116
2024/03/29 01:00:00+00,11.4,0.7,12.5,70.1,2117
2024/03/29 02:00:00+00,12.4,0.6,13.3,65,2118
2024/03/29 03:00:00+00,15.6,0.6,16.7,54.3,2119
2024/03/29 04:00:00+00,17,0.9,18.3,52.3,2120
2024/03/29 05:00:00+00,10.3,0.3,10.8,67.7,2121
2024/03/29 06:00:00+00,14.3,0.9,15.6,63.7,2122
2024/03/29 07:00:00+00,21.8,1.1,23.5,56.8,2123
2024/03/29 08:00:00+00,37.9,3.8,43.7,40.1,2124
2024/03/29 09:00:00+00,21.7,2.9,26.2,61.6,2125
2024/03/29 10:00:00+00,15.6,3.3,20.6,68,2126
2024/03/29 11:00:00+00,11.3,2.2,14.5,75.3,2127
2024/03/29 12:00:00+00,10.5,2.5,14.3,78.2,2128
2024/03/29 13:00:00+00,8.2,1.4,10.4,84.1,2129
2024/03/29 14:00:00+00,10.2,1.5,12.5,84.3,2130
2024/03/29 15:00:00+00,15.5,1.4,17.7,78.1,2131
2024/03/29 16:00:00+00,19.6,0.7,20.8,71.7,2132
2024/03/29 17:00:00+00,36.6,1.7,39.2,52.8,2133
2024/03/29 18:00:00+00,48.5,1.2,50.4,37.7,2134
2024/03/29 19:00:00+00,23.3,0.7,24.2,68.9,2135
